,Date,Preview,Title
2705,2018-07-16,"When France beat Croatia 4-2 in the 2018 World Cup final in Moscow, it marked a second triumph for the French, and the culmination of more than 18 months of planning by Reuters to cover the world's biggest sporting match.",A World Cup win - in logistics and safety
2706,2018-07-12,"Apple Inc will launch a $300 million clean energy fund in China, the firm said in a statement on Friday, working with its suppliers to invest in renewable energy projects that could power close to 1 million homes in the country.",Apple launches $300 million green energy fund in China
2707,2018-07-12,"Apple Inc will launch a $300 million clean energy fund in China, the firm said in a statement on Friday, working with its suppliers to invest in renewable energy projects that could power close to 1 million homes in the country.",Apple launches $300 mln green energy fund in China
2708,2018-07-12,"Britain's opposition Labour Party, led by socialist Jeremy Corbyn, has taken a lead over the Conservative Party as Prime Minister Theresa May's government grapples with a crisis over Brexit, according to two opinion polls.",Britain's opposition Labour Party takes poll lead amid May's Brexit crisis
2709,2018-07-12,"Britain's opposition Labour Party, led by socialist Jeremy Corbyn, has taken a lead over the Conservative Party as Prime Minister Theresa May's government grapples with a crisis over Brexit, according to two opinion polls.",Britain's opposition Labour Party takes poll lead amid May's Brexit crisis
2710,2018-07-11,"Mapillary, a Malmö, Sweden-based map technology startup, has hired a computer vision expert away from Apple Inc, the company said Wednesday.",Mapping startup hires Apple computer vision expert
2711,2018-07-11,"U.S. authorities charged a former Apple Inc employee with stealing trade secrets on Monday, accusing him of downloading a blueprint related to a self-driving car to a personal laptop before trying to flee the country for China, according to a criminal complaint filed in federal court.",Ex-Apple worker charged with stealing self-driving car trade secrets
2712,2018-07-11,"Japanese regulators said on Wednesday Apple Inc may have breached antitrust rules by forcing mobile service providers to sell its iPhones cheaply and charge higher monthly fees, denying consumers a fair choice.",Japan watchdog: Apple may have breached antitrust rules with iPhone
2713,2018-07-10,"The criminal complaint filed Monday against an ex-Apple Inc employee for allegedly stealing self-driving car trade secrets from the Cupertino company provides a handful of new details about its work on the technology, experts said.",Criminal case sheds light on Apple self-driving car technology
2714,2018-07-10,"In closed-door meetings last March, U.S. transportation regulators and others grappled with questions about whether police should have the power to disable self-driving cars and whether an automatic alert that a robo-taxi had been in a wreck could violate an occupant's privacy, a report released on Tuesday showed.",U.S. regulators grappling with self-driving vehicle security
2715,2018-07-10,"Grab unveiled a grocery delivery service on Tuesday, betting the firm's extensive network of 7.1 million drivers, agents and merchants will help steer the company as it expands beyond its core ride-hailing business across Southeast Asia.",Grab launches grocery delivery service in race for growth
2716,2018-07-09,Four senior U.S. House Republicans sent letters on Monday to the chief executives of Apple Inc and Google parent Alphabet Inc asking questions about location data and mobile phone privacy practices and the handling of customer data.,"House Republicans query Apple, Alphabet on privacy, data practices"
2717,2018-07-05,"Chinese video app Tik Tok, the most downloaded app globally on Apple Inc's app store in January-March, will set up a team of censors in Indonesia to overturn a ban imposed for ""inappropriate content"", local media reported on Thursday.",Chinese video app Tik Tok to set up Indonesia censor team to overturn ban: report
2718,2018-07-05,"China will boost rail freight capacity by 2020 and raise the volume of goods delivered by trains by as much as 30 percent, an environment ministry official said on Thursday, as the country grapples with rising vehicle pollution.",China to boost rail freight by 30 percent by 2020 in anti-smog push
2719,2018-07-03,"Wall Street dipped on Tuesday, weighed down by Apple, Facebook and other technology stocks, in a trading session ending early ahead of the U.S. July 4 holiday.",Dips in Facebook and Apple leave Wall Street lower
2720,2018-07-03,"This spring, Pernod Ricard's Malibu Rum paid American singer Nick Jonas to host a competition in Vietnam that began with 33 Instagram stars battling to catch fake pineapples while flying off a giant waterslide into the sea.","Firing fake pineapples, Pernod uses 'influencers' to drive sales"
2721,2018-07-02,"Wall Street ended higher on Monday after a choppy session, with gains in Apple and other technology stocks offsetting worries about an escalating trade war between Washington and its trading partners.","Wall Street ends higher, helped by tech rally"
2722,2018-06-30,"Malaysia's former ruling party picked a familiar face as its new leader on Saturday, as they grapple with a spectacular defeat in a May general election that pushed them from power after more than 60 years.",Malaysia's former ruling party picks old hand as new president
2723,2018-06-27,"Apple Inc and Samsung Electronics Co Ltd on Wednesday settled a seven-year patent dispute over Apple's allegations that Samsung violated its patents by ""slavishly"" copying the design of the iPhone.","Apple, Samsung settle U.S. patent dispute"
2724,2018-06-27,"Apple Inc and Samsung Electronics Co Ltd on Wednesday settled a seven-year patent dispute over Apple's allegations that Samsung violated its patents by ""slavishly"" copying the design of the iPhone.","UPDATE 4-Apple, Samsung settle U.S. patent dispute"
2725,2018-06-21,"Around a quarter of Japanese businesses have made progress on meeting some of the easier requirements under Europe's new data privacy regulations while about another 20 percent plan to do so, a Reuters poll found.",Japan firms slow to get compliant with new EU data privacy rules: Reuters poll
2726,2018-06-20,"Four of the five so-called FAANG stocks – Facebook, Alphabet, Amazon and Netflix – surged to all-time highs on Wednesday, with only Apple spoiling a perfect scorecard.",What trade war? FAANGs scale new highs
2727,2018-06-20,"A U.S. appeals court on Wednesday revived Dr Pepper Snapple Group Inc's challenge to Coca-Cola Co's effort to register trademarks for soft drinks and sports drinks whose names contain the word ""zero.""",U.S. court revives Dr Pepper challenge to Coca-Cola 'zero' drinks
2728,2018-06-20,A deal between Dialog Semiconductor and U.S. touchscreen group Synaptics makes sense. The question is whether the British iPhone-chip maker can pull it off.,Breakingviews - Apple supplier’s M&A bite looks too much to chew
2729,2018-06-19,"China and the United States sank into a deepening trade conflict that roiled financial markets Tuesday after U.S. President Donald Trump threatened to impose tariffs on an additional $200 billion of Chinese products, prompting Beijing to accuse Washington of starting a trade war.",What can Beijing do if China-U.S. trade row worsens?
2730,2018-06-19,"Apple Chief Executive Tim Cook has described the separation of children from immigrant parents at the U.S.-Mexico border as ""inhumane"" and promised to be a ""constructive voice"" in seeking to end the issue, the Irish Times newspaper reported.",Apple CEO to advocate end to 'inhumane' immigrant children separation: Irish Times
2731,2018-06-19,"Apple Chief Executive Tim Cook has described the separation of children from immigrant parents at the U.S.-Mexico border as ""inhumane"" and promised to be a ""constructive voice"" in seeking to end the issue, the Irish Times newspaper reported.","Apple CEO to advocate end to ""inhumane"" immigrant children separation - Irish Times"
2732,2018-06-19,"Good morning. The U.S.-China trade dispute heats up, Trump’s administration defends its hardline immigration stance and the Goliaths of international soccer stumble.",Tuesday Morning Briefing
2733,2018-06-19,An Australian court fined U.S. electronics giant Apple Inc A$9 million ($6.7 million) on Tuesday after a regulator accused it of using a software update to disable iPhones which had cracked screens fixed by third parties.,Australian court fines Apple $6.7 million over iPhone 'bricking' case
2734,2018-06-19,"Too slow, inflexible, forgetful, always off sick. Those are some attitudes about older workers that carmaker Mercedes-Benz is trying to dispel as Germany grapples with the challenges of an aging society.",Young at heart? Mercedes cultivates its aging workforce
2735,2018-06-18,"President Donald Trump's tariff battle with key buyers of U.S. apples, soybeans and corn threatens the support of some of his biggest backers - U.S. farmers now seeing their livelihoods in jeopardy.",Trump's tariff war threatens to erode support of farmers
2736,2018-06-18,The U.S. Supreme Court on Monday agreed to take up Apple Inc's bid to escape a lawsuit accusing it of breaking federal antitrust laws by monopolizing the market for iPhone software applications and causing consumers to pay more than they should.,U.S. top court mulls Apple's App Store commissions in antitrust case
2737,2018-06-18,"The U.S. Supreme Court agreed Monday to review a decision by the 9th U.S. Circuit Court of Appeals that allowed consumers to sue Apple for allegedly using its monopoly power as the sole distributor of iPhone apps to drive up app prices. The case, as you can see from Apple’s petition for Supreme Court review (2017 WL 3393652), asks the justices to decide how the court’s precedent in 1977’s Illinois Brick v. Illinois (97 S.Ct. 2061) – which blocks federal-law antitrust damages claims b","In Apple case, SCOTUS will decide how old-school antitrust doctrine applies to e-commerce"
2738,2018-06-18,"LONDON (Thomson Reuters Foundation) - Intel Corp topped a list issued on Monday ranking how well technology companies combat the risk of forced labor in their supply chains, overtaking HP Inc and Apple Inc.",Intel tops list of tech companies fighting forced labor
2739,2018-06-18,(This version of the story has been refiled to add dropped letter in name in paragraph 10),Unilever takes stand against digital media's fake followers
2740,2018-06-15,"The staff of the U.S. International Trade Commission on Friday recommended that a trade judge find that Apple Inc infringed at least one of Qualcomm Inc's patents, a move that could lead to blocking the import of some iPhones.","Apple, Qualcomm battle over possible ban on some U.S. iPhone imports"
2741,2018-06-15,"Apple Inc on Friday announced a multi-year deal with Oprah Winfrey to create original programing, a coup in the battle for A-list talent and projects in the booming digital entertainment market.",Apple nabs Oprah as top talent flocks to digital entertainment
2742,2018-06-15,"Apple Inc has hired a senior self-driving car engineer from Alphabet Inc's Waymo unit, Apple said on Friday, a sign that the iPhone maker maintains autonomous vehicle ambitions.",Apple poaches senior self-driving engineer from Waymo
2743,2018-06-15,"Apple Inc has hired a senior self-driving car engineer from Alphabet Inc's Waymo unit, Apple said on Friday, a sign that the iPhone maker maintains autonomous vehicle ambitions.",UPDATE 1-Apple poaches senior self-driving engineer from Waymo
2744,2018-06-15,"Apple Inc has hired a senior self-driving car engineer from Alphabet Inc's Waymo unit, Apple said on Friday, a sign that the iPhone maker maintains autonomous vehicle ambitions.",Apple poaches senior self-driving engineer from Waymo
2745,2018-06-15,"Apple Inc on Friday announced a multiyear deal with Oprah Winfrey to create original programming, a coup in the battle for A-list talent and projects in the booming digital entertainment market.",UPDATE 3-Apple nabs Oprah as top talent flocks to digital entertainment
2746,2018-06-13,Apple Inc said on Wednesday it will change its iPhone settings to undercut the most popular means for law enforcement to break into the devices.,Apple to undercut popular law-enforcement tool for cracking iPhones
2747,2018-06-13,Apple Inc said on Wednesday it will change its iPhone settings to undercut the most popular means for law enforcement to break into the devices.,UPDATE 2-Apple to undercut popular law-enforcement tool for cracking iPhones
2748,2018-06-11,"Shares in the Bank of Chile were down on Monday after it confirmed hackers had siphoned off $10 million of its funds, mainly to Hong Kong, though the country's second-largest commercial bank said no client accounts had been impacted.",Bank of Chile trading down after hackers rob millions in cyberattack
2749,2018-06-11,"LONDON (Thomson Reuters Foundation) - From fears that eating chicken wings makes it hard to find a husband to beliefs that pineapple jeopardizes fertility, a host of food taboos are fuelling malnutrition among Indonesian girls, experts said as they launched an adolescent health drive.",Fruit and veg off the menu for Indonesian girls as myths fuel malnutrition
2750,2018-06-11,"Mapping startup Mapbox Inc said Monday that it had hired Avi Cieplinski, an veteran of Twitter and Apple who co-invented several popular iPhone features, to head up its efforts help application makers design location-based augmented reality software.",Mapbox taps ex-Apple designer to head augmented reality efforts
2751,2018-06-08,"Apple Inc expects to ship 80 million new model iPhones this year, down 20 percent from what it had planned at the same time last year, Japanese financial daily Nikkei reported on Friday, citing industry sources.",Apple to make 20 percent fewer new model iPhones this year: Nikkei
2752,2018-06-08,"Apple Inc expects to ship 80 million new model iPhones this year, down 20 percent from what it had planned at the same time last year, Japanese financial daily Nikkei reported on Friday, citing industry sources.",UPDATE 4-Apple to make 20 pct fewer new model iPhones this year -Nikkei
2753,2018-06-06,"Foxconn, the Taiwanese contract manufacturer that rose to global prominence as the manufacturer of the Apple iPhone, is trying to reinvent itself as smartphone sales plateau and Apple Inc diversifies its supplier base.",Foxconn looks for its next act but faces risks as it diversifies
2754,2018-06-05,"It has been a long time coming, but Apple could soon be worth $1 trillion – and counting. At $943 billion on Monday, the tech giant is close to being the first company to pass that threshold in market capitalization, as Breakingviews predicted seven years ago. Growth has slowed since then, but customers remain loyal and today’s valuation is far from stretched. Apple’s timely focus on data privacy may help it get there.",Breakingviews - Apple’s value can chug well past $1 trillion
2755,2018-06-04,"Apple Inc on Monday issued new review guidelines for its lucrative App Store platform, after it moved to block plans by Steam, the biggest distributor of PC-based video games, to extend its reach into iPhones and iPads.",Apple issues new App Store rules aimed at streaming PC-based games
2756,2018-06-04,"Apple Inc on Monday issued new review guidelines for its lucrative App Store platform, after it moved to block plans by Steam, the biggest distributor of PC-based video games, to extend its reach into iPhones and iPads.",Apple issues new App Store rules aimed at streaming PC-based games
2757,2018-06-04,"Apple Inc on Monday unveiled software upgrades that would let older iPhones run faster, help parents limit their children's screen time and make its Siri voice assistant work more like a rival feature from Amazon.com .","Apple focuses on speed, parental controls in software upgrades"
2758,2018-06-04,"Apple Inc on Monday unveiled software upgrades that would let older iPhones run faster, help parents limit their children's screen time and make its Siri voice assistant work more like a rival feature from Amazon.com.","UPDATE 3-Apple focuses on speed, parental controls in software upgrades"
2759,2018-06-04,"The head of the U.S. Senate Commerce Committee said on Monday he planned to ask Facebook Inc about a New York Times report that the social media company allowed Apple Inc and other device makers to have ""deep"" access to users' personal data without their consent.",U.S. Senate panel to seek answers from Facebook about data access report
2760,2018-06-04,"* Indexes gain: Dow 0.76 pct, S&P 0.42 pct, Nasdaq 0.59 pct (Changes comment, adds details, updates prices)",US STOCKS-Tech rally fuels Nasdaq to near record levels
2761,2018-06-04,"The 1MDB scandal could use some closure. As much as $6 billion was allegedly siphoned from the Malaysian sovereign fund, in a trail of corruption extending from Kuala Lumpur to Hollywood. As newly elected Prime Minister Mahathir Mohamad reexamines the case, it raises the tantalizing prospect that the ringleaders will be held to account.",Breakingviews - 1MDB scandal could yet bring some critical closure
2762,2018-06-01,"Apple has approved an updated version of the Telegram messaging service, a day after Telegram complained that it had been prevented from getting software improvements into the hands of iPhone owners worldwide.",Apple approves update to messaging app Telegram amid Russia flap
2763,2018-06-01,"Apple has approved an updated version of the Telegram messaging service, a day after Telegram complained that it had been prevented from getting software improvements into the hands of iPhone owners worldwide.",Apple approves update to messaging app Telegram amid Russia flap
2764,2018-06-01,"Apple Inc next week will debut tools to let two iPhone users share augmented reality while limiting the personal data sent to its servers, two people familiar with the matter said this week.",Apple to debut phone-to-phone augmented reality: sources
2765,2018-06-01,"Apple Inc next week will debut tools to let two iPhone users share augmented reality while limiting the personal data sent to its servers, two people familiar with the matter said this week.",Apple to debut phone-to-phone augmented reality -sources
2766,2018-06-01,"IPhone maker Apple has turned down an invitation to an EU lawmakers' hearing, saying it does not want to prejudice its challenge to an EU order to pay up to 13 billion euros ($15 billion) in back taxes to Ireland.","Apple declines invite to EU hearing, cites appeal against EU tax order"
2767,2018-06-01,* Company expects court hearing on EU tax order in near future,"Apple declines invite to EU hearing, cites appeal against EU tax order"
2768,2018-06-01,Shares in Dialog Semiconductor fell by 17 percent on Friday to a four-year low after the Anglo-German chipmaker said its main customer Apple would cut orders for its power-management chips by around 30 percent this year.,Dialog Semi down 17 percent on Apple warning; sector peers flag
2769,2018-05-31,"Apple has prevented the Telegram messaging service from updating globally ever since Russia banned the service and ordered Apple to remove it from its online store, Telegram's chief executive and founder claimed on Thursday.",Telegram messaging says Apple has prevented its updates since April
2770,2018-05-31,"Apple has prevented the Telegram messaging service from updating globally ever since Russia banned the service and ordered Apple to remove it from its online store, Telegram's chief executive and founder claimed on Thursday.",UPDATE 2-Telegram messaging says Apple has prevented its updates since April
2771,2018-05-31,Dialog Semiconductor said Apple now planned to source the main power management chips (PMICs) for one of its three new iPhone models from two suppliers instead of just from the German chipmaker.,Apple cuts smartphone power chip orders from Dialog Semiconductor
2772,2018-05-31,"Sony Corp's new chief executive is embracing entertainment content, but for now appears to be steering clear of direct competition with tech giants such as Apple Inc and Netflix Inc .","Sony's push into entertainment aims for stability, not splashiness"
2773,2018-05-31,New Zealand's top privacy enforcer is seeking greater powers to regulate Facebook Inc as the social media giant grapples with a tough new privacy regime in Europe and investigations around the globe over its handling of personal data. New Zealand Privacy Commissioner John Edwards said he was seeking new enforcement provisions as part of an overhaul of privacy laws now being considered by parliament. Edwards and Facebook have been at loggerheads over whether the tech,New Zealand privacy watchdog seeks greater power over Facebook
2774,2018-05-30,"New Zealand is planning to invest more in recycling plants and set up government-led taskforce to work out how to grapple with the fallout from China's ban on waste imports, its associate environment minister said on Thursday.",New Zealand plans to invest in more recycling plants as it deals with China waste ban
2775,2018-05-29,"Apple Inc has decided to use OLED screens in all three new iPhone models planned for next year, according to South Korea's Electronic Times - a report that sent shares in Japan Display tumbling 10 percent.",Apple said to have chosen OLED for new iPhones; Japan Display shares plunge
2776,2018-05-28,* Japan Display has lagged S. Korea rivals in OLED production,UPDATE 1-Apple said to have chosen OLED for new iPhones; Japan Display shares plunge
2777,2018-05-25,"Apple Inc on Friday issued its twice yearly transparency report on government data requests, showing another sharp increase in U.S. national security-related requests.",Apple sees steep increase in U.S. national security requests
2778,2018-05-25,"Apple Inc on Friday issued its twice yearly transparency report on government data requests, showing another sharp increase in U.S. national security-related requests.",Apple sees steep increase in U.S. national security requests
2779,2018-05-25,"(Reuters Health) - For the past four years, since Facebook and Apple began paying for employees to freeze their eggs to delay childbirth, healthy women are increasingly trying to slow their biological clocks by banking their oocytes, or eggs.",Women who freeze eggs to delay childbirth often feel regret
2780,2018-05-25,"After nearly five days of deliberations, a U.S. jury on Thursday said Samsung Electronics Co Ltd should pay $539 million to Apple Inc for copying patented smartphone features, according to court documents, bringing a years-long feud between the technology companies into its final stages.",U.S. jury awards Apple $539 million in Samsung patent retrial
2781,2018-05-24,"Apple Inc has blocked the plans of the biggest distributor of PC-based video games to extend its reach into iPhones, according to the game distributor, a sign that Apple is serious about protecting its ability to take a cut of digital purchases made inside games on its mobile devices.",Apple blocks Steam's plan to extend its video games to iPhones
2782,2018-05-24,"Apple Inc has blocked the plans of the biggest distributor of PC-based video games to extend its reach into iPhones, according to the game distributor, a sign that Apple is serious about protecting its ability to take a cut of digital purchases made inside games on its mobile devices.",Apple blocks Steam's plan to extend its video games to iPhones
2783,2018-05-24,"A growing number of Japanese firms are raising prices as they grapple with a jump in materials, transportation and labor costs, although a slim majority remains skittish about doing so, a Reuters poll shows.","Hit by higher costs, more Japan firms are raising prices: Reuters poll"
2784,2018-05-18,The S&P 500 ended lower on Friday after a choppy trading session as bank and chipmaker stocks weighed on the index and investors grappled with U.S.-China trade talks.,"Wall Street posts weekly loss as banks, chipmakers weigh"
2785,2018-05-18,"Silicon Valley is driven by economic power, and the ability to transmute hard science into fortunes. But its real fuel is stories, and the quintessential American desire to believe. Apple founder Steve Jobs showed that quixotic sounding ideas sometimes become reality thanks to capital, effort and acquired knowledge. Theranos founder Elizabeth Holmes, meanwhile, showed sometimes they don’t.",Breakingviews - Review: Silicon Valley gets a reality transfusion
2786,2018-05-18,"Apple has paid 1.5 billion euros ($1.76 billion) into an escrow account set up by the Irish government to hold 13 billion euros in disputed taxes, Finance Minister Paschal Donohoe said on Friday.",Apple pays Ireland first tranche of disputed taxes
2787,2018-05-18,"Apple has paid 1.5 billion euros ($1.76 billion) into an escrow account set up by the Irish government to hold 13 billion euros in disputed taxes, Finance Minister Paschal Donohoe said on Friday.",CORRECTED-Apple pays Ireland first tranche of disputed taxes
2788,2018-05-17,"Wall Street ended a choppy trading session lower on Thursday, as investors grappled with escalating trade tensions and rising oil prices.","Wall St. ends down slightly on trade, oil price concerns"
2789,2018-05-17,"About one in three employees at Google, Facebook and Apple is a woman. That’s an imbalance that tech sector executives Sheryl Sandberg and Tim Cook say they want to change. Yet even if their companies set a target of just over half their new recruits being women, a Breakingviews calculator shows that closing the gender gap will take up to 15 years.",Breakingviews - Closing tech’s gender gap will take decades
2790,2018-05-17,"Japan Display Inc aims to nearly double its automotive display sales in five years to lessen its dependence on Apple Inc and other smartphone makers, a senior executive said on Thursday.",Japan Display aims to double automotive sales to cut Apple dependence: executive
2791,2018-05-16,"Warren Buffett's Berkshire Hathaway Inc on Tuesday said it has more than doubled its investment in generic drugmaker Teva Pharmaceutical Industries Ltd , and confirmed it has become Apple Inc's second-largest shareholder.","Berkshire doubles Teva stake, adds to Apple, ends a newspaper bet"
2792,2018-05-15,"The following are some hot stocks including the so-called FAANG technology stocks - Facebook Inc , Amazon.com , Apple Inc , Netflix Inc and Google parent Alphabet Inc - as well as other companies in which hedge fund managers either took new stakes, adding to or exiting existing positions in the first quarter, filings with the U.S. Securities and Exchange Commission showed on Tuesday.",Highlights: Hedge funds chomped on FAANGs during first quarter tech turmoil
2793,2018-05-15,China's Huawei is targeting Europe with a new smartphone that costs half of what premium phones from Samsung and Apple do as it stakes out market share gains in its biggest region outside its home base.,Huawei seeks to defend European gains with mid-priced Honor 10 phone
2794,2018-05-15,"Baltimore's police commissioner resigned on Tuesday after being charged with failing to file income taxes, in another setback for the eighth-biggest U.S. police department as it grapples with high levels of violent crime.",Baltimore's top cop quits after getting hit with federal tax charges
2795,2018-05-15,"A dive in quarterly profit at Taiwan's Foxconn to below analyst estimates saw shares of the Apple Inc supplier fall 3 percent on Tuesday, even after a pledge to boost shareholder returns with a $1.2 billion capital reduction.","Apple supplier Foxconn's first quarter profit dives below estimates, shares fall"
2796,2018-05-14,"Thieves siphoned hundreds of millions of pesos out of Mexican banks, including No. 2 Banorte, by creating phantom orders that wired funds to bogus accounts and promptly withdrew the money, two sources close to the government's investigation said. Hackers sent hundreds of false orders to move amounts ranging from tens of thousands to hundreds of thousands of pesos from banks including Banorte, to fake accounts in other banks, the sources said, and accomplices then em",Thieves suck millions out of Mexican banks in transfer heist
2797,2018-05-14,"Thieves siphoned hundreds of millions of pesos out of Mexican banks, including No. 2 Banorte, by creating phantom orders that wired funds to bogus accounts and promptly withdrew the money, two sources close to the government's investigation said.",UPDATE 2-Thieves suck millions out of Mexican banks in transfer heist
2798,2018-05-14,"Apple is on the verge of becoming the first $1 trillion publicly listed U.S. company, but even if it gets there, it could soon be overtaken as Amazon.com surges from behind.","Apple is almost a $1 trillion company, but watch out for Amazon"
2799,2018-05-14,"Thieves siphoned hundreds of millions of pesos out of Mexican banks, including No. 2 Banorte, by creating phantom orders that wired funds to fake accounts and promptly withdrew the money, two sources close to the government's investigation said.",Thieves suck millions out of Mexican banks in transfer heist
2800,2018-05-10,"Wall Street jumped on Thursday, and Apple inched closer to a $1 trillion stock market value, as tepid inflation data eased worries of faster U.S. interest rate hikes this year.",Wall Street rallies and Apple approaches $1 trillion value
2801,2018-05-10,"* Indexes up: Dow 0.80 pct, S&P 500 0.94 pct, Nasdaq 0.89 pct (Updates to close)",US STOCKS-Wall St rallies and Apple approaches $1 trillion value
2802,2018-05-10,"* Indexes up: Dow 0.77 pct, S&P 500 0.82 pct, Nasdaq 0.77 pct (Updates to afternoon)",US STOCKS-Wall Street rallies and Apple reaches record high
2803,2018-05-10,"Apple ditched plans to build an 850 million euro ($1 billion) data center in Ireland because of delays in the approval process that have stalled the project for more than three years, the iPhone maker said on Thursday.",Apple scraps $1 billion Irish data center over planning delays
2804,2018-05-10,"Apple ditched plans to build an 850 million euro ($1 billion) data centre in Ireland because of delays in the approval process that have stalled the project for more than three years, the iPhone maker said on Thursday.",UPDATE 1-Apple scraps $1 billion Irish data centre over planning delays
2805,2018-05-09,"Apple Inc soon will be capturing images of North Carolina by drone; a 1,500-pound, unmanned aircraft will look for mosquitoes in Florida; and startup Flirtey will fly medical equipment on drones to heart-attack victims in Nevada.","UPDATE 4-U.S. drone program taps Apple, passes over Amazon, China's DJI"
2806,2018-05-09,"Ford Motor Co's imported vehicles are being held up at Chinese ports, three people with knowledge of the matter told Reuters, underscoring how U.S. goods are facing increased customs scrutiny in China amid a tense trade stand-off.",Red light: Ford facing hold-ups at China ports amid trade friction - sources
2807,2018-05-08,"Major technology and aerospace companies including Amazon.com Inc , Apple Inc , Intel Corp , Qualcomm Inc and Airbus SE are vying to take part in a new slate of drone tests the United States is set to announce on Wednesday, people familiar with the matter told Reuters.",U.S. to reveal winners of drone program that has attracted top companies
2808,2018-05-08,"The Pentagon's cyber warfare unit received an elevated status and a new commander on Friday, signaling the growing importance of digital combat as the United States grapples with sophisticated hacking by Russia, China and other actors.","Pentagon's Cyber Command gets upgraded status, new leader"
2809,2018-05-07,"Wall Street climbed on Monday, boosted by Apple's sixth straight day of gains and by a surge in oil prices to their highest since 2014.",Apple leads Wall Street higher; energy rally fades
2810,2018-05-07,"China's main ports will step up quarantine checks on imports of apples and logs from the United States, and shipments found carrying disease or rot could be returned or destroyed, the Chinese customs agency said on Monday.","China steps up quarantine checks on U.S. apple, log imports"
2811,2018-05-07,Apple Inc was not the only one to leap on a chance to buy its stock at a fat discount last quarter as Warren Buffett stepped in to scoop up an additional 75 million shares for Berkshire Hathaway at the same time.,"RPT-Apple and Buffett saw value, and acted"
2812,2018-05-06,"The French finance minister on Sunday raised the pressure on Air France managers and unions to resolve a stand-off over wages, saying the government would not ride to the carrier's rescue as it grapples with worker strikes and a leadership vacuum.",French government urges Air France to pursue reforms as strikes bite
2813,2018-05-06,Apple Inc was not the only one to leap on a chance to buy its stock at a fat discount last quarter as Warren Buffett stepped in to scoop up an additional 75 million shares for Berkshire Hathaway at the same time.,"Apple and Buffett saw value, and acted"
2814,2018-05-06,Apple Inc was not the only one to leap on a chance to buy its stock at a fat discount last quarter as Warren Buffett stepped in to scoop up an additional 75 million shares for Berkshire Hathaway at the same time.,"Apple and Buffett saw value, and acted"
2815,2018-05-06,Billionaire Warren Buffett has been buying a boatload of Apple Inc shares and on Saturday suggested he would buy even more shares at the right price.,"Buffett craves more Apple shares, endorses its buybacks"
2816,2018-05-05,"Warren Buffett said he would be happy if his conglomerate Berkshire Hathaway Inc owned more than 5 percent of Apple Inc's stock, including if the iPhone maker bought back more of its shares.",Buffett owns 5 percent of Apple. He'd like to own more
2817,2018-05-05,Apple Inc's stock hit an all-time high on Friday after Warren Buffett's Berkshire Hathaway Inc disclosed it bought an additional 75 million shares of the iPhone maker in the first three months of the year.,Apple hits record high after Buffett's Berkshire increases stake
2818,2018-05-04,"U.S. stocks jumped more than 1 percent on Friday, helped by Apple and other technology shares and by weaker-than-expected jobs data that eased interest rate worries, while U.S. oil prices hit their highest in more than three years.",U.S. stocks gain 1 percent led by tech gains; oil prices jump
2819,2018-05-04,"Qualcomm Inc can depose Apple Inc's services chief Eddy Cue in addition to Chief Executive Tim Cook, a magistrate judge in the U.S. District Court for the Southern District of California ruled on Friday, part of the chipmaker's effort to determine whether Apple worked with Samsung to focus regulatory scrutiny on Qualcomm.",Qualcomm to depose Apple services chief Eddy Cue
2820,2018-05-04,"Qualcomm Inc can depose Apple Inc's services chief Eddy Cue in addition to Chief Executive Tim Cook, a magistrate judge in the U.S. District Court for the Southern District of California ruled on Friday, part of the chipmaker's effort to determine whether Apple worked with Samsung to focus regulatory scrutiny on Qualcomm.",Qualcomm to depose Apple services chief Eddy Cue
2821,2018-05-04,Apple Inc's stock hit an all-time high on Friday after Warren Buffett's Berkshire Hathaway Inc disclosed it bought an additional 75 million shares of the iPhone maker in the first three months of the year.,UPDATE 3-Apple hits record high after Buffett's Berkshire increases stake
2822,2018-05-04,"* Indexes up: Dow 1.6 pct, S&P 500 1.4 pct, Nasdaq 1.8 pct (Updates to late afternoon; changes byline, adds NEW YORK to dateline)",US STOCKS-Apple leads Wall Street rally as inflation fears ease
2823,2018-05-04,"* Market had opened lower, before reversing course (Updates to early afternoon)","US STOCKS-Apple, tech stocks lead Wall Street rally"
2824,2018-05-04,"* Market had opened lower, before reversing course (Changes comment, adds details, updates prices)",US STOCKS-Apple leads Wall St rally after choppy start on jobs report
2825,2018-05-03,"Apple supplier Skyworks Solutions Inc forecast current-quarter revenue below estimates on Thursday as global smartphone demand slows and U.S. restrictions on customer ZTE weigh, overshadowing better-than-expected second-quarter results.","Apple supplier Skyworks sees hit from smartphone weakness, ZTE ban"
2826,2018-05-03,"Apple supplier Skyworks Solutions Inc forecast current-quarter revenue below estimates on Thursday as global smartphone demand slows and U.S. restrictions on customer ZTE weigh, overshadowing better-than-expected second-quarter results.","UPDATE 2-Apple supplier Skyworks sees hit from smartphone weakness, ZTE ban"
2827,2018-05-03,(This version of the story corrects name of firm in paragraph 6 to TECHnalysis Research from TechAnalysis Research),"Apple services segment faces margin, competitive challenges"
2828,2018-05-03,"Apple Inc is betting on services such as app downloads and music subscriptions to help drive growth as the cell phone market matures, but the company faces tough competitors and potentially low profit margins in some of its target areas.","CORRECTED-Apple services segment faces margin, competitive challenges"
